Event Title	Name of Company	City or Town of Origin	State of Origin	Country of Origin	Venue	Genre	Categories	Show Rating	Running Time	Audience Interaction	Nudity	Foul Language	Strobe Effects	Ticket Price	Short Blurb (175 Characters)	Long Blurb (450 Characters)	Facebook	Instagram	Twitter	Website	Your 2019 Orlando Fringe Schedule	Discount Tickets	One Time $6 Show Ticket	Event Input	Performances Input	Event Number	Event Landing
La Muñeca Rusa	Sumner Mormeneo	Orlando	FL	UNITED STATES	BYOV - Black Venue	Physical Theatre	Farce,Devised,One Person Show,Physical Theatre,Over 18s	18 and up	40	NO	YES	YES	Some	12	Sumner Mormeneo brings you the first two chapters of his mind-bending Chaplinesque performance piece; combining projection mapping technology and a modern rock soundtrack.	La Muneca Rusa is the first two chapters of Sumner Mormeneo's mind-bending Chaplinesque performance piece "The Infinite Conversation". Combining classic pantomime techniques with a modern rock soundtrack and projection mapping technology, the story centers around The Mover and his mind boggling journey through self discovery and the potential of everything.	SumnerAHH	SumnerAHH			Saturday, May 18th        7:30 PM Saturday, May 25th        9:00 PM			Tempestt 3/12		422	http://orlandofringe.showare.com/eventperformances.asp?evt=422
Ladies Room: The Musical	Bikini Katie Productions	Orlando	FL	UNITED STATES	Women's Restroom by Blue Venue	Musical	Comedy,Sight Specific,Feminist,Award Winning Production Company,Debut	13 and up	30	NO	NO	YES	No.	10	Four women meet in line for the ladies room. They explore poor dates, societal expectations, friendship, and why there is ALWAYS a line for the women's restroom. You gotta go!	Four women meet in line for the ladies room. They explore poor dates, societal expectations, friendship, and why there's ALWAYS a line for the women's restroom. From the writer of Beneath the Bikini, and the composer of Buggin Out: A Small Musical, this musical journey is sure to entertain. Taking place in the ladies room by the blue venue, you'll want to get in line to grab these tickets! Just like these ladies, you gotta go! It's sure to be #1.					Friday, May 17th 6:30 PM Friday, May 17th 8:45 PM Saturday, May 18th 6:15 PM Saturday, May 18th 8:15 PM Saturday, May 18th 10:15 PM Sunday, May 19th 3:15 PM Sunday, May 19th 5:00 PM Sunday, May 19th 7:00 PM Friday, May 24th 8:00 PM Friday, May 24th 10:00 PM Saturday, May 25th 5:30 PM Saturday, May 25th 8:30 PM Saturday, May 25th 10:15 PM Sunday, May 26th 3:00 PM Sunday, May 26th 4:45 PM Sunday, May 26th 7:00 PM			Tempestt 3/12		424	http://orlandofringe.showare.com/eventperformances.asp?evt=424
Lady/Ladyboys of The Peek-a-boo Lounge	Blue Lala Entertainment	ORLANDO	FL	UNITED STATES	BYOV- Black Venue	Dance	LGBT,Theatre,Dance,Burlesque,Drag	18 and up	55	YES	YES	YES	Possible	12	Orlando's Favorite Burlesque Groups	Orlando's Favorite Burlesque Groups	TheVenueOrlando/	@ladiesofthepeekaboolounge  &  @bluelalaboys		www.thevenueorlando.com	Wednesday, May 22nd 10:30 PM Friday, May 24th 10:30 PM			Tempestt 3/12		425	http://orlandofringe.showare.com/eventperformances.asp?evt=425
Learning To Fly	ONE DOUBLE-O FOUR EIGHT	Atlanta	GA	UNITED STATES	BYOV- Rainbow Venue at The Center	Theatre	Theatre,Puppetry,Over 18s,Drama,Debut	18 and up	45	NO	NO	YES	No	10	"learning to fly" is an intimate puppetry performance that explores the power of hope and choice in the face of death on a mid-September day that changed the world forever.	"learning to fly" offers an intimate look at 29 intense minutes inside a shared office on a mid-September day - a sunny, "ordinary" day abruptly torn apart by a series of events that forever change the world as we know it. Inspired by historical images and archival recordings, this theatre piece combines multiple artistic elements (puppets, multimedia, soundscape) into one very human story about the power of hope and choice in the face of death.	learningtoflypuppetplay	learningtoflypuppetplay	ToPuppet		Thursday, May 16th 8:15 PM Friday, May 17th 6:00 PM Saturday, May 18th 5:45 PM Sunday, May 19th 5:00 PM Friday, May 24th 8:00 PM Saturday, May 25th 10:00 PM Sunday, May 26th 6:00 PM	Fringe Artist,Fringe Volunteer	Friday, 5/17/19, 6:00pm	Tempestt 3/12		426	http://orlandofringe.showare.com/eventperformances.asp?evt=426
Let's Prank Call Each Other	Zach Dorn	Los Angeles	CA	UNITED STATES	BYOV - Black Venue	Comedy	Storytelling,Theatre,Puppetry,One Person Show,Interactive	13 and up	60	YES	NO	YES	No.	12	Digital cameras fly through miniature landscapes to create this fast-paced live-action comic book. 4 and 1/2 stars - Winnipeg Free Press.	Let's Prank Call Each is a surreal, darkly funny, and fast-paced live-action comic book that takes audiences inside the twisted psyche of Zach Dorn. Digital cameras are manipulated through paper dioramas to unearth miniature landscapes and two-dimensional puppets as Dorn casts hand-cut silhouettes across the walls. 4 and 1/2 stars - Winnipeg Free Press.				www.zachdorn.com	Sunday, May 19th 7:30PM Wednesday, May 22nd 9:00PM Friday, May 24th 9:00PM Sunday, May 26th 6:00PM			Tempestt 3/12		427	http://orlandofringe.showare.com/eventperformances.asp?evt=427
Leviticus	JC Theatre Company	Orlando	FL	UNITED STATES	Yellow	Play	LGBT,Controversial,Drama,First Time Writer New Company,First Time Director	13 and up	60	NO	NO	NO	NO	10	Levi, 17, is poised to be the next leader in her Church's Youth Ministry. She is forced to make a choice, even if that means turning her back on who she is and who she loves.	17-year-old Levi's church youth group is a big part of her life and makes teen life livable. Levi's even come out of the closet and has received nothing but love and support from her family and her church group, as well. However, that support gets tested in a big way and Levi's heart is split between being who she is and who she's being told God wants her to be. Is it really a choice? Based on a true story.	@Leviticustheplay	leviticus_play	Leviticus_play	N/A	Saturday, May 18th 12:00 PM Sunday, May 19th 4:00 PM Saturday, May 25th 11:45 AM Sunday, May 26th 1:30 PM	Fringe Artist	Saturday May 25th 11:45am	Tempestt 3/12		428	http://orlandofringe.showare.com/eventperformances.asp?evt=428
Lot O' Shakespeare	Timothy Mooney Repertory Theatre	Buffalo Grove	IL	UNITED STATES	BYOV -Breathrough Theatre of Winter Park	Theatre	Shakespeare,Comedy,Theatre,One Person Show,Award Winning Production Company	7 and up	60	YES	NO	NO	No	12	One monologue from every Shakespeare play chosen at random by the spin of a Bingo cage! A linguistic feast! A tour de force! Really freakin' funny! Prizes! Prizes! Prizes!	A fun sensual feast of the most delicious soliloquies ever written in English! Tim Mooney presents a triumph of vocal pyrotechnics, with one monologue from every Shakespeare play chosen entirely at random by the spinning of a Bingo cage! And there are PRIZES! PRIZES! PRIZES! A hit at the 2009 Orlando Fringe: "Like a house afire." (Elizabeth Maupin) "Flat out riveting!" (Daily City) "FIVE STARS – A 60-minute tour de force!" (KC Stage)	events/347917309138972/	molierelover/	timmooneyrep	http://timmooneyrep.com/	Thursday, May 16th 10:00 PM Saturday, May 18th 6:50 PM Wednesday, May 22nd 8:25 PM Thursday, May 23rd 6:50 PM Sunday, May 26th 9:20 PM	Fringe Artist,Fringe Volunteer,Student,Senior	May 16, 10:00 pm	Tempestt 3/12		429	http://orlandofringe.showare.com/eventperformances.asp?evt=429
Marcus Ryan - ¿Hablas Inglés?	World Laughs	Melbourne	Victoria	AUSTRALIA	Blue	Comedy	Stand Up,Storytelling,Comedy,One Person Show,Award Winning Production Company	13 and up	60	NO	NO	NO	No	12	1 man. 1 beard. 1 backpack. 1-way ticket. No idea! An epic Latin American journey of wild adventures. ***** 'A born performer' Fresh Air SoldOut worldwide. 2x award-nominated.	One man. One beard. One backpack. One-way ticket. No idea! Wild adventures, hilarious mishaps on an epic journey through Latin America. Shortlisted BEST Comedy Perth 2017  Nominated BEST Comedy JFL Award Montreal 2018 Award-winning storyteller 'The Moth' SOLD-OUT Australia, UK, Asia, Canada. ***** 'A born performer' - Fresh Air, Edinburgh ****1/2 -�'Hilarious' Vue Week Heartwarming true travel stories. Direct from Down Under! You'll cry laughing!	itsmarcusryan	@itsmarcusryan	itsmarcusryan	www.itsmarcusryan.com	Friday, May 17th 10:30 PM Sunday, May 19th 9:00 PM Monday, May 20th 10:30 PM Wednesday, May 22nd 10:30 PM Thursday, May 23rd 9:15 PM Friday, May 24th 8:15 PM Saturday, May 25th 7:15 PM	Fringe Artist,Fringe Volunteer	Monday May 20th 10.30pm	Tempestt 3/12		430	http://orlandofringe.showare.com/eventperformances.asp?evt=430
Mean Gays	DanaMakes	Winter Garden	FL	UNITED STATES	Pink	Theatre	LGBT,Comedy,Theatre,Satirical,Award Winning Production Company	13 and up	60	NO	NO	YES	No	12	"Get in, loser, we're going to Fringe!"  From the twisted minds of THE SPIELERS and last year's hit, OH HI, JOHNNY! comes a new parody that's DEFINITELY too gay to function.	"Get in, loser, we're going to Fringe!"  From the twisted minds of THE SPIELERS and last year's hit, OH HI, JOHNNY! comes a new parody that's DEFINITELY too gay to function.   Featuring an all star cast, including Dave Sierra, Ben Lamoureux, Veronica Nia Kelly, Karen Marulunda, Henry Gibson-Garcia, Kyle Masteller, and Joel Swanson as Regina Geor-I-MEAN-Reginald.   Yeah... Don't want to miss this.	@meangaysorlandofringe				Wednesday, May 15th 9:00 PM Friday, May 17th 11:00 PM Saturday, May 18th 7:15 PM Sunday, May 19th 11:00 PM Monday, May 20th 5:30 PM Friday, May 24th 9:00 PM Saturday, May 25th 10:45 PM	Fringe Artist,Theme Park Employee	Wednesday May 15th at 9:00	Tempestt 3/12		431	http://orlandofringe.showare.com/eventperformances.asp?evt=431
Meatball Seance	John Michael	Chicago	IL	UNITED STATES	Green	Theatre	LGBT,Edinburgh Preview Play,One Person Show,Interactive,Immersive Improvised	13 and up	55	YES	NO	YES	No	12	John Michael needs your help cooking his mom's meatballs onstage to summon her from the dead to meet/approve his boyfriend played by the audience.	John Michael needs your help cooking his mom’s meatballs onstage to summon her from the dead to meet/approve his new boyfriend played by the audience. “If the mention of ‘audience participation’ makes you clench up, we’re here to tell you that Meatball Séance is going to change your whole theater-going world... raucous, raunchy, silly, subversive and powerful." -The Dallas Observer	John-Michael-Queer-Performance-Artist-199640336791027/	jmsilly/		www.johnmichaelplays.com	Friday, May 17th 7:00 PM Saturday, May 18th 7:15 PM Monday, May 20th 10:45 PM Wednesday, May 22nd 7:15 PM Friday, May 24th 5:45 PM Saturday, May 25th 1:45 PM Sunday, May 26th 4:30 PM			Tempestt 3/12		432	http://orlandofringe.showare.com/eventperformances.asp?evt=432
MIND GAMES: Brain-Bending Magic	Newman Mentalism	Calgary	Alberta	CANADA	Yellow	Magic	Comedy,Theatre,One Person Show,Award Winning Production Company,Debut	13 and up	60	YES	NO	YES	No	12	Award-winning mentalist Jeff Newman will influence your thoughts, make impossible predictions, and even read your mind using favorite childhood games with a mentalist twist.	"***** - Immensely entertaining" -The Coast Halifax "****- A brain-bending treat" -The West Australian "**** - Holy s**t!" -Saskatoon StarPhoenix "**** - Enter skeptical, leave a believer" -Edmonton Journal  Jeff Newman will mess with your head. In the award-winning hit MIND GAMES, mentalist Jeff Newman will influence your thoughts, make impossible predictions, and even read your mind while revisiting childhood games with a mentalist twist.	jeffnewmanmentalism	newmanmentalism	newmanmentalism	newmanmentalism.com	Wednesday, May 15th 6:15 PM Friday, May 17th 7:15 PM Saturday, May 18th 3:30 PM Thursday, May 23rd 5:30 PM Friday, May 24th 7:15 PM Saturday, May 25th 5:30 PM Sunday, May 26th 11:45 AM			Tempestt 3/12		433	http://orlandofringe.showare.com/eventperformances.asp?evt=433
Monster Island	power2improv	Orlando	Florida	UNITED STATES	Red	Theatre	Comedy,Theatre,Family Friendly,Puppetry,Award Winning Production Company	All Ages	60	YES	NO	NO	no	10	This tale is about monsters of all shapes and sizes and the unknown adventures that await them, as they embark on a journey they will never forget.	Monster Island is the home for monsters of all shapes and sizes. This tale is about a few of those monsters and the unknown adventures that await them, as they embark on a journey they will never forget. They will come face to face with tentacles, fangs and far-out situations beyond their wildest dreams. Ultimately with the Professor's help and the right ingredients the Island just might get a brand-new monster unlike any monster before.	www.facebook.com/MonsterIslandshow			www.power2improv.com	Saturday, May 18th 1:00 PM Sunday, May 19th 2:00 PM Saturday, May 25th 1:30 PM Sunday, May 26th 12:00 PM			Tempestt 3/12		434	http://orlandofringe.showare.com/eventperformances.asp?evt=434
My Left Tit: a sorta true tale of the magical bond between a dog and her person.	Moustache Running Club	Fayetteville	Arkansas	UNITED STATES	Yellow	New Writing	Theatre,One Person Show,Interactive,Drama,Debut	13 and up	60	YES	NO	YES	No	12	Brandon Roberts shares a tale of Omie the dog - who has a vital mission - and her person, Gwen, who faces her own fight. All earnings to be donated to newcommunityproject.org.	Brandon Roberts shares a whimsical and touching tale of the perfectly matched pair of Omie the dog - who has taken on a vital mission - and her person, Gwen, who is fighting a battle of her own. Typically known for his non-verbal work with Gromalot Theatre Factory, this is Brandon's first solo (and speaking) engagement at Orlando Fringe. All earnings from the show will be donated to the New Community Project. newcommunityproject.org	My Left Tit	@brandoleo		orlandofringe.org	Thursday, May 16th        5:30 PM Friday, May 17th        10:45 PM Sunday, May 19th        8:15 PM Monday, May 20th        9:45 PM Wednesday, May 22nd        10:45 PM Thursday, May 23rd        9:00 PM Saturday, May 25th        9:00 PM	Fringe Artist,Fringe Volunteer,Student,Senior,Military,Theme Park Employee	May 16, 5:30 pm	Tempestt 3/13		453	http://orlandofringe.showare.com/eventperformances.asp?evt=453
The Night Circus	Houlihandler Productions	Orlando	FL	UNITED STATES	Orange	Theatre	Theatre,Dance,Physical Theatre,Debut,First Time Writer New Company	7 and up	60	NO	NO	NO	No	12	"The circus arrives without warning. It is simply there, when yesterday it was not. The sign that hangs upon the gate reads OPENS AT NIGHTFALL, CLOSES AT DAWN"	"The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. The sign that hangs upon the gate reads OPENS AT NIGHTFALL, CLOSES AT DAWN"  Mysterious wonders, breathtaking acrobatics, fierce competition, a star-crossed love story; this spellbinding circus enchants all who experience it.  Starring Brandon Roberts and Tymisha Harris. Inspired by the novel by Erin Morgenstern.	events/419676118807123/?notif_t=plan_user_associated¬if_id=1550351524313154	thenightcircus_orlandofringe			Thursday, May 16th 7:15 PM Saturday, May 18th 4:00 PM Sunday, May 19th 3:00 PM Tuesday, May 21st 8:45 PM Friday, May 24th 6:00 PM Saturday, May 25th 12:15 PM Sunday, May 26th 4:30 PM	Fringe Artist,Fringe Volunteer		Tempestt 3/13		454	http://orlandofringe.showare.com/eventperformances.asp?evt=454
No Shame	Aveeluh Productions	Orlando	FL	UNITED STATES	Purple	Comedy	Sketch Show,Comedy,Interactive,Satirical,Parody	18 and up	55	YES	YES	YES	No	8	Be ready to take the reins in this one-of-a-kind original comedy show! The audience chooses what happens next and joins in the fun (and chaos)! No two shows will be the same.	No two shows will be the same in this comedy show where the audience chooses what happens next. Characters, bits, sketches, games, and special guests will bring the chaos to life. It's time to leave your apprehension at the door, and time to step into a dimension where worry and fear are replaced with laughter and fun. Come see the show with the sexiest potato you'll ever see. We welcome you to The Shameless Zone...doo-doo-doo-doo doo-doo-doo-doo	NoShameComedyShow	noshamecomedy			Thursday, May 16th 10:00 PM Sunday, May 19th 9:30 PM Saturday, May 25th 10:30 PM Sunday, May 26th 6:30 PM			Tempestt 3/13		455	http://orlandofringe.showare.com/eventperformances.asp?evt=455
No, YOU Can't Return Discount Shrimp!	Bill Pats	Winnipeg	Manitoba	CANADA	BYOV- Rainbow Venue at The Center	Comedy	Storytelling,Comedy,One Person Show	13 and up	45	NO	NO	YES	no	12	Dave bought discount shrimp. Rotten shrimp. Dave's decision to return the shrimp sent his life down a trajectory no one could have predicted. He should have eaten the shrimp.	Dave bought discount shrimp. Rotten shrimp. Dave's decision to return the shrimp sent his life down a trajectory no one could have predicted. Dave should have eaten the shrimp.					Thursday, May 16th 9:30 PM Sunday, May 19th 1:30 PM Saturday, May 25th 11:00 PM			Tempestt 3/13		456	: http://orlandofringe.showare.com/eventperformances.asp?evt=456
One Man Star Wars Trilogy	Chicken For Supper Productions	Victoria	British Columbia	CANADA	Brown	Comedy	Comedy,Family Friendly,One Person Show,Physical Theatre,Award Winning Production Company	All Ages	60	NO	NO	NO	No	12	Canadian actor and uber geek, Charles Ross, brings his solo madcap creation One-Man Star Wars Trilogy to the Orlando Fringe, retelling the classic bad hair trilogy in 60 min.	Canadian actor and uber geek, Charles Ross, brings his solo madcap creation One-Man Star Wars Trilogy to the 2019 Orlando Fringe.  Ross retells the classic bad hair trilogy in 60 minutes- no costumes, no props, no sets- all the characters, music, ships, and battles.  If your kid's name is Chewbacca, this show is a no-brainer. If not, get your nerd on and experience the global sensation loved by audiences across the galaxy. Directed by TJ Dawe	One Man Star Wars - Charlie S. Ross		charlie__ross	www.onemanstarwars.com	Thursday, May 16th 8:00 PM Sunday, May 19th 4:30 PM Wednesday, May 22nd 10:15 PM Friday, May 24th 9:00 PM Saturday, May 25th 3:00 PM Sunday, May 26th 11:30 AM			Tempestt 3/13		457	http://orlandofringe.showare.com/eventperformances.asp?evt=457
The Origins of My Magic	Cody Clark Magic	Louisville	KY	UNITED STATES	Red	Magic	Storytelling,Comedy,Family Friendly,One Person Show,Award Winning Production Company	All Ages	60	YES	NO	NO	No	12	In his second appearance at Orlando Fringe, magician Cody Clark answers the question of where his magic comes from.	When people think of magic, they think it's all about deception and sleight of hand. Cody however feels his magic comes from much more interesting places! It comes from people like Mr. Rogers and Dolly Parton, influences such as classic country music, and ideas like seeing your knots as opportunities and being yourself. In his second appearance at Orlando Fringe, Cody will share with you the origins of his magic!	codyclarkmagic	codyclarkmagic	codyclarkmagic	www.codyclarkmagic.com	Thursday, May 16th 6:00 PM Saturday, May 18th 2:30 PM Monday, May 20th 8:00 PM Thursday, May 23rd 6:15 PM Friday, May 24th 8:00 PM Sunday, May 26th 3:00 PM	Fringe Artist,Fringe Volunteer,Student,Senior,Military,Theme Park Employee	Monday May 20th 8 PM	Tempestt 3/13		458	http://orlandofringe.showare.com/eventperformances.asp?evt=458
The Other Room	Pine Ridge Players	Deltona	FL	UNITED STATES	Green	Theatre	Theatre,Sight Specific,Drama,Amateur	7 and up	25	NO	NO	NO	No	6	In a world where connection is a constant struggle, one chance encounter sheds light on the inner struggles of Austin, a brilliant teen who happens to have autism.	Brilliant teenage astronomer Austin happens to have autism. Lily, his classmate, happens to have an interest in the stars. When the two have a chance encounter after school, a connection grows as Austin’s imagination, intelligence, and constant struggles to connect are revealed through four characters representing his inner life. At times funny and heartbreaking, The Other Room sheds light on a unique and misunderstood mind.	@official5532	@troupe5532	@official5532		Sunday, May 19th 12:45 PM Friday, May 24th 7:30 PM Saturday, May 25th 5:15 PM			Tempestt 3/13		459	http://orlandofringe.showare.com/eventperformances.asp?evt=459
Pack Animals	Scantily Glad Theatre	Victoria	British Columbia	CANADA	Orange	Physical Theatre	LGBT,Comedy,Puppetry,Play With Songs,Feminist	13 and up	60	YES	YES	YES	None.	12	Ever been to summer camp?  Pooped in the woods and wiped with your guidebook? JOIN US on an adventure thru the untamed forest of sex, puppets, bushcraft...and campfire songs!	Ever been to summer camp?   Took a shit in the woods and wiped using pages from your guidebook?   Speared the patriarchy on a hot dog stick and toasted it over a roaring fire?   After getting lost in the woods, a multi-badged Woodpecker and a  wildernessly-inept Beaver must set aside their differences to find their way home. JOIN US for an adventure through the untamed forest of sex, puppets, bushcraft...and campfire songs!	https://www.facebook.com/packanimalscomedy	@packanimalscomedy	@packanimalsshow	scantilygladtheatre.com	Friday, May 17th 8:15 PM Sunday, May 19th 4:45 PM Wednesday, May 22nd 6:00 PM Friday, May 24th 7:45 PM Saturday, May 25th 4:20 PM Sunday, May 26th 1:00 PM			Tempestt 3/13		460	http://orlandofringe.showare.com/eventperformances.asp?evt=460
PeeVira's SCAREavan SingAlong: 80's Baby	The Fringy Mime Queen of DulceArt	Orlando	FL	UNITED STATES	In front of Lowndes Shakespeare Center,	Comedy	LGBT,Comedy,One Person Show,Satirical,Drag	18 and up	35	YES	NO	YES	N/A	12	PeeVira (The Fringy Mime Queen) is back with the award winning show that is unlike any other. Hop in her SCAREavan for a fun, absurd and sensational 30 minute sing-along show.	Madame PeeVira (The Fringy Mime Queen) is back with the favorite LGBTQ award winning show that is unlike any other. Hop in her spooky SCAREavan for a fun, absurd and sensational 30 minute 80’s sing-along satire. It includes skits, games, drag numbers, pop culture trivia and sing-alongs to hit songs from the 80’s. Each show is a different interactive experience picked by the audience. Take an immersive ride to the 80’s you will never forget.	TheFringyMimeQueen	TheFringyMimeQueen	FringyMimeQueen	thefringymimequeen.wixsite.com/dulceart	Thursday, May 16th 7:00PM Thursday, May 16th 8:00PM Thursday, May 16th 10:00PM Thursday, May 16th 11:00PM Friday, May 17th 7:00PM Friday, May 17th 8:00PM Friday, May 17th 10:00PM Friday, May 17th 11:00PM Saturday, May 18th 7:00PM Saturday, May 18th 8:00PM Saturday, May 18th 10:00PM Saturday, May 18th 11:00PM Sunday, May 19th 7:00PM Sunday, May 19th 8:00PM Sunday, May 19th 10:00PM Sunday, May 19th 11:00PM Thursday, May 23rd 7:00PM Thursday, May 23rd 8:00PM Thursday, May 23rd 10:00PM Thursday, May 23rd 11:00PM Friday, May 24th 7:00PM Friday, May 24th 8:00PM Friday, May 24th 10:00PM Friday, May 24th 11:00PM Saturday, May 25th 7:00PM Saturday, May 25th 8:00PM Saturday, May 25th 10:00PM Saturday, May 25th 11:00PM Sunday, May 26th 7:00PM Sunday, May 26th 8:00PM Sunday, May 26th 10:00PM Sunday, May 26th 11:00PM			Tempestt 3/13		462	http://orlandofringe.showare.com/eventperformances.asp?evt=462
Pepe's Playhouse	SAK Comedy Lab	Orlando	FL	UNITED STATES	Silver	Comedy	LGBT,Comedy,Puppetry,Interactive,Play With Songs	18 and up	60	YES	NO	YES	No	10	Orlando Fringe legends Pepe and SAK Comedy Lab team up, inviting you to a wild and hysterical party, full of improv, sketch, music, fun and Jello Shots at Pepe's Playhouse.	What happens when Orlando Fringe legends Pepe and SAK Comedy Lab team up to take over America's favorite Playhouse (Yes, that Playhouse)? It's a wild party full of sketch comedy, Improv, music, and probably a few scandals. Don't forget to check @pepebeetches on Instagram before each show to learn the word of the day, mamis and papis!		@pepebeetches		www.sak.com	Wednesday, May 15th        9:15 PM Saturday, May 18th        10:45 PM Tuesday, May 21st        11:30 PM Friday, May 24th        8:45 PM Saturday, May 25th        10:45 PM	Fringe Artist,Fringe Volunteer,Student,Senior,Military		Tempestt 3/13		464	 http://orlandofringe.showare.com/eventperformances.asp?evt=464
POLLYWOOD	Pollywood Productions	Toronto	Ontario	CANADA	Blue	Comedy	Storytelling,Comedy,Puppetry,One Person Show,Award Winning Production Company	13 and up	60	NO	NO	YES	NO	12	Pop quiz! Your personal hero and awesome role model, WEIRD AL, is getting a Hollywood Walk of Fame Star! What to do?! Ride along with Polly on a 37-hr adventure of a lifetime!	Polly hears that her lifelong Muse, Weird Al Yankovic is getting a star on the Hollywood Walk of Fame, and jokingly asks on Facebook for a benefactor to pay for her to fly out to be there. The post sets off a chain reaction of events that would lead to a 37-hr adventure you only see in the movies. A perfect sequel to her first one-woman show "Weird Al Saved My Life", "POLLYWOOD" reminds us all that it's never too late to find & live your dreams.	www.facebook.com/DammitJimPollyEsther	@pollywoodproductions	@pollyesthergems		Friday, May 17th 9:00 PM Saturday, May 18th 12:30 PM Sunday, May 19th 7:30 PM Monday, May 20th 9:00 PM Thursday, May 23rd 10:45 PM Saturday, May 25th 8:45 PM Sunday, May 26th 3:30 PM	Fringe Artist,Fringe Volunteer,Student,Senior,Military,Theme Park Employee	Saturday, May 25th - 8:45 PM	Tempestt 3/13		466	http://orlandofringe.showare.com/eventperformances.asp?evt=466
Pretending Things Are a Cock	A Mulled Whine	Wellington	Wellington	NEW ZEALAND	Red	Comedy	Stand Up,Storytelling,Comedy,One Person Show,Award Winning Production Company	13 and up	60	YES	NO	YES	No	12	The product of award-winning comedian Jon Bennett's three years of global wandering. Pretend cocks alongside hilarious and surprisingly heart-wrenching true tales.	The product of award-winning comedian Jon Bennett's three years of global wandering. An artistic, phallic-filled photographic display alongside hilarious and surprisingly heart-wrenching tales from Bennett's life. A unique stand-up experience.  "Instantly likeable, Bennett is a deft storyteller with a frank, confessional style that blends pathos and humour to great effect. ****1/2"- Uptown Magazine (CAN)  ** 5x Pick of the Fringe Award WINNER	amulledwhine	pretendingthingsareacock		www.jonbennettcomedy.com	Thursday, May 16th 10:30 PM Friday, May 17th 7:45 PM Sunday, May 19th 8:30 PM Monday, May 20th 11:00 PM Wednesday, May 22nd 8:30 PM Friday, May 24th 10:45 PM Saturday, May 25th 8:00 PM			Tempestt 3/13		470	http://orlandofringe.showare.com/eventperformances.asp?evt=470
PRINCE(CESS)	Keyhole Quest	Orlando	FL	UNITED STATES	Blue	Musical	Comedy,Theatre,Family Friendly,Interactive,Play With Songs	All Ages	55	NO	NO	NO	No	10	A king should be fierce; a queen should be poised. When the throne is empty and the two young heirs defy expectations of a ruler, the battle for the crown begins.	When the king dies unexpectedly, the throne to his kingdom is suddenly vacant – and in high demand. His children, Prince Wesley & Princess Ophelia don't exactly meet the expectations of a royal leader, and his power-hungry sister, aided by her faithful minion, is determined to steal the title for herself. This family-friendly musical challenges audiences to explore the social boundaries of identity and what it means to embrace your unique self.	Ralph-Gregory-Krumins-1083280688446581/				Thursday, May 16th 6:00 PM Saturday, May 18th 3:30 PM Sunday, May 19th 2:30 PM Tuesday, May 21st 5:30 PM Thursday, May 23rd 6:15 PM Saturday, May 25th 2:15 PM Sunday, May 26th 12:30 PM	Fringe Artist,Fringe Volunteer,Student,Senior,Military	Sunday May 19th	Tempestt 3/13		475	http://orlandofringe.showare.com/eventperformances.asp?evt=475
Ray Bradbury's H20	Susan Turner and Kangagirl Productions	Orlando	FL	UNITED STATES	Yellow	Theatre	Storytelling,Theatre,World Premiere Experimental,One Person Show,Drama	13 and up	60	NO	NO	NO	no	12	Three short stories: The Lake, Picasso Summer and The Million Year Picnic in a World Premiere by David Lee- Orlando Fringe Lifetime Achievement Award Recipient.	Ray Bradbury's H20- Three short stories: The Lake, Picasso Summer and The Million Year Picnic are brought together for the first time in a World Premiere by David Lee, recipient of The Orlando International Fringe Festival's Lifetime Achievement Award and The Critic's Choice Awards for Best Director, Best Solo Drama and Best Male Performer.	.				Wednesday, May 15th 8:00 PM Saturday, May 18th 7:30 PM Sunday, May 19th 12:15 PM Tuesday, May 21st 8:30 PM Friday, May 24th 10:45 PM Sunday, May 26th 7:15 PM			Becki 3/13		476	http://orlandofringe.showare.com/eventperformances.asp?evt=476
Romeo & Juliet: Plastered	Hunter Interactive	Orlando	FL	UNITED STATES	BYOV- Breakthrough Theatre of Winter Park	Comedy	Shakespeare,Comedy,Theatre,Interactive,Parody	18 and up	60	YES	NO	YES	No	12	Three people way out of their depth try to perform every role in Romeo & Juliet in just an hour...while drinking heavily.	It's said that the easiest way to speak a new language is to do it while drunk. We're taking the same theory to performing Shakespeare: one randomly selected member of the cast takes 5 shots immediately before performing while everyone else tries their best to keep the show going. That show? Romeo & Juliet. In an hour. With only three people performing every role.	Hunter Interactive	hunterinteractive	HunterInteract1		Wednesday, May 15th 10:00 PM Sunday, May 19th 7:45 PM Monday, May 20th 10:00 PM Friday, May 24th 8:25 PM Saturday, May 25th 11:35 PM			Becki 3/13		474	http://orlandofringe.showare.com/eventperformances.asp?evt=474
Shadow Tales for a Darkened Theater	Blank Slate Productions	Orlando	FL	UNITED STATES	BYOV - Breakthrough Theater of Winter Park	Theatre	Storytelling,Theatre,Puppetry,Thriller,First Time Writer New Company	13 and up	55	NO	NO	YES	No.	12	Shadow Tales for a Darkened Theater is a ghost story anthology told in six parts through shadow puppetry, pantomime, dance, movement, and ensemble storytelling.	Will you enter the darkened theater? What lies inside is a collection of tales told through varied story telling methods. The players bring shadow puppetry, pantomime, movement, flamenco dance, ensemble storytelling and other surprises to the table in sharing their shadow tales. What does the Man in Gray have to share with us? Will the players ever get a happy ending? What will you learn in the shadows? Enter the darkened theater.	Blankslatetheater				Sunday, May 19th 9:20 PM Tuesday, May 21st 8:25 PM			Becki 3/13		473	http://orlandofringe.showare.com/eventperformances.asp?evt=473
